ros_time_s,Error_Distancia
1757190702.045848608,-0.002050
1757190702.146461248,-0.002262
1757190702.246686697,-0.002783
1757190702.345433712,-0.003058
1757190702.447655678,-0.003117
1757190702.546820879,-0.004001
1757190702.646276951,-0.003906
1757190702.741201162,-0.004866
1757190702.847566843,-0.005639
1757190702.946310759,-0.005141
1757190703.046406984,-0.005282
1757190703.146300077,-0.005454
1757190703.247617483,-0.005875
1757190703.341891766,-0.006321
1757190703.442521095,-0.006567
1757190703.544009447,-0.006630
1757190703.644091129,-0.006591
1757190703.747733593,-0.005387
1757190703.849828959,-0.005748
1757190703.944779634,-0.006247
1757190704.047556877,-0.005919
1757190704.147329092,-0.005384
1757190704.245579004,-0.006077
1757190704.345366716,-0.005291
1757190704.447472334,-0.005481
1757190704.548270226,-0.005064
1757190704.649263620,-0.005070
1757190704.748795748,-0.004325
1757190704.849954844,-0.003524
1757190704.950737000,-0.003558
1757190705.049483299,-0.001771
1757190705.148438215,-0.001539
1757190705.251243114,-0.000408
1757190705.352886438,-0.000090
1757190705.448139191,0.001306
1757190705.548644543,0.001875
1757190705.646602392,0.002960
1757190705.749551535,0.004475
1757190705.846087217,0.005901
1757190705.944139481,0.006624
1757190706.046198845,0.005680
1757190706.144831181,0.006104
1757190706.244051933,0.005986
1757190706.345748186,0.006311
1757190706.443340778,0.006316
1757190706.544269085,0.007835
1757190706.644573212,0.007823
1757190706.746413708,0.007207
1757190706.844432354,0.007435
1757190706.943763256,0.007790
1757190707.043912888,0.007280
1757190707.145926237,0.007968
1757190707.242225170,0.008082
1757190707.344098330,0.008411
1757190707.442062140,0.008249
1757190707.544097424,0.008795
1757190707.644213915,0.008055
1757190707.747501135,0.008496
1757190707.844437361,0.007532
1757190707.942688465,0.007437
1757190708.042788506,0.007782
1757190708.145057201,0.006931
1757190708.242853642,0.007743
1757190708.345204592,0.007244
1757190708.442356110,0.006295
1757190708.545501232,0.005925
1757190708.643488169,0.006022
1757190708.748102427,0.004213
1757190708.846057892,0.005090
1757190708.946550369,0.004470
1757190709.049740314,0.004799
1757190709.149560928,0.004653
1757190709.245027542,0.004793
1757190709.347662926,0.003310
1757190709.448790312,0.002447
1757190709.549443245,0.002455
1757190709.650670767,0.001477
1757190709.746973515,0.002388
1757190709.848089457,0.001045
1757190709.950469971,0.001254
1757190710.051070929,0.000678
1757190710.148982286,0.001127
1757190710.250891209,0.000767
1757190710.352224827,-0.000561
1757190710.448333263,-0.003134
1757190710.551141977,-0.001180
1757190710.649359941,-0.001437
1757190710.749040604,-0.003901
1757190710.846950054,-0.001935
1757190710.950599670,-0.001358
1757190711.047201872,-0.003221
1757190711.148278236,-0.003182
1757190711.248737335,-0.003544
1757190711.348504305,-0.003814
1757190711.449967861,-0.003431
1757190711.545428991,-0.006046
1757190711.646939993,-0.003779
1757190711.749808311,-0.003410
1757190711.846652746,-0.004657
1757190711.947775841,-0.004881
1757190712.046644449,-0.006452
1757190712.148842096,-0.004592
1757190712.247489214,-0.005417
1757190712.344151974,-0.006743
1757190712.443748236,-0.007437
1757190712.544324875,-0.008269
