ros_time_s,Error_Distancia
1757275190.048446894,0.000518
1757275190.146006823,-0.002624
1757275190.246630669,-0.005209
1757275190.346071720,-0.008215
1757275190.448752642,-0.001513
1757275190.546477318,-0.001425
1757275190.647222281,-0.003778
1757275190.747084141,-0.002576
1757275190.842459679,-0.006059
1757275190.947033167,-0.005909
1757275191.044456482,-0.007700
1757275191.142968655,-0.008913
1757275191.241944313,-0.008428
1757275191.343765497,-0.007320
1757275191.442953825,-0.009365
1757275191.543277502,-0.006150
1757275191.642802715,-0.011462
1757275191.742854357,-0.009385
1757275191.843137264,-0.009614
1757275191.943290949,-0.010365
1757275192.049810886,-0.005883
1757275192.143277168,-0.011835
1757275192.241379738,-0.014481
1757275192.342650175,-0.016067
1757275192.441657543,-0.014119
1757275192.541434288,-0.014038
1757275192.640655518,-0.014221
1757275192.742794037,-0.014250
1757275192.843628407,-0.008449
1757275192.944250345,-0.013185
1757275193.040798664,-0.013401
1757275193.146236658,-0.010017
1757275193.241723299,-0.013404
1757275193.341866255,-0.016467
1757275193.443437815,-0.011229
1757275193.545747042,-0.006613
1757275193.644515991,-0.011963
1757275193.743516445,-0.010659
1757275193.845793009,-0.010715
1757275193.945358992,-0.008958
1757275194.045886278,-0.007313
1757275194.147549868,-0.009761
1757275194.245486259,-0.009902
1757275194.345105410,-0.008905
1757275194.444873333,-0.006685
1757275194.545879841,-0.008039
1757275194.648188353,-0.007231
1757275194.749751091,-0.002825
1757275194.846792698,-0.006597
1757275194.945963621,-0.006987
1757275195.045255423,-0.007207
1757275195.146438360,-0.006927
1757275195.245433569,-0.006956
1757275195.349759817,-0.003667
1757275195.443813086,-0.008737
1757275195.550776005,-0.005935
1757275195.646826267,-0.006164
1757275195.750357151,-0.005287
1757275195.848791838,-0.005496
1757275195.949763536,-0.005811
1757275196.051456213,-0.004961
1757275196.147431612,-0.006816
1757275196.244145870,-0.008933
1757275196.346238613,-0.006448
1757275196.442454576,0.023506
1757275196.552368879,-0.003437
1757275196.650749445,-0.003235
1757275196.751865387,-0.002097
1757275196.852201700,-0.003083
1757275196.951082468,-0.001445
1757275197.051800251,-0.003179
1757275197.151289701,-0.000625
1757275197.250142813,-0.003136
1757275197.353693962,-0.002479
1757275197.453444719,-0.001032
1757275197.553049564,0.002619
1757275197.653090000,0.000832
1757275197.752882242,0.002941
1757275197.848503351,0.005256
1757275197.948194981,0.008251
1757275198.053169250,0.005058
1757275198.149016619,0.005441
1757275198.247157335,0.006775
1757275198.347028255,0.011090
1757275198.445412874,0.010754
1757275198.541582584,0.011328
1757275198.646590948,0.012338
1757275198.745481491,0.012090
1757275198.842800140,0.012374
1757275198.947206259,0.012141
1757275199.045089722,0.013483
1757275199.145560026,0.011041
1757275199.246224642,0.010288
1757275199.344194889,0.010492
1757275199.446269751,0.010014
1757275199.545865059,0.010184
1757275199.648677111,0.009033
1757275199.747477770,0.008946
1757275199.844033480,0.011518
1757275199.948081255,0.011791
1757275200.044649839,0.014325
1757275200.150382996,0.005969
1757275200.242887020,0.013015
1757275200.347191095,0.012831
1757275200.452205896,0.003697
1757275200.552077532,0.002611
1757275200.649423838,-0.001798
1757275200.749903679,0.005747
1757275200.855274677,0.003334
1757275200.954763412,0.003265
1757275201.052530289,0.003372
1757275201.148265123,0.003689
1757275201.251915693,0.001226
1757275201.354343891,0.004630
1757275201.454356670,0.004610
1757275201.553747416,0.002275
1757275201.656739235,-0.000281
1757275201.755963802,-0.000266
1757275201.853760481,0.001947
1757275201.955768347,0.001426
1757275202.055248737,0.000499
1757275202.156407356,0.000145
1757275202.255499363,-0.000491
1757275202.357670307,-0.000183
1757275202.454467773,0.002031
