ros_time_s,Vel_Des
1758473419.572929859,"2.83,0.67"
1758473419.670093060,"2.83,0.67"
1758473419.774190187,"2.83,0.67"
1758473419.870056629,"2.83,0.67"
1758473419.971506119,"2.83,0.67"
1758473420.070857525,"2.83,0.67"
1758473420.173006058,"2.83,0.67"
1758473420.272183180,"2.83,0.67"
1758473420.371597052,"2.83,0.67"
1758473420.473548174,"2.83,0.67"
1758473420.572982788,"2.83,0.67"
1758473420.672821760,"2.83,0.67"
1758473420.774198771,"2.83,0.67"
1758473420.872323036,"2.83,0.67"
1758473420.973095894,"2.83,0.67"
1758473421.072145462,"2.83,0.67"
1758473421.171685934,"2.83,0.67"
1758473421.272096157,"2.83,0.67"
1758473421.371542931,"2.83,0.67"
1758473421.474436283,"2.83,0.67"
1758473421.574037552,"2.83,0.67"
1758473421.672158003,"2.83,0.67"
1758473421.772789955,"2.83,0.67"
1758473421.870640993,"2.83,0.67"
1758473421.974232435,"2.83,0.67"
1758473422.073501587,"2.83,0.67"
1758473422.172777891,"2.83,0.67"
1758473422.274827957,"2.83,0.67"
1758473422.369583130,"2.83,0.67"
1758473422.473485231,"2.83,0.67"
1758473422.573043823,"2.83,0.67"
1758473422.673224688,"2.83,0.67"
1758473422.772996902,"2.83,0.67"
1758473422.872086525,"2.83,0.67"
1758473422.975995064,"2.83,0.67"
1758473423.073692322,"2.83,0.67"
1758473423.173759222,"2.83,0.67"
1758473423.274097681,"2.83,0.67"
1758473423.371155024,"2.83,0.67"
1758473423.472759485,"2.83,0.67"
1758473423.573718309,"2.83,0.67"
1758473423.673291445,"2.83,0.67"
1758473423.774158239,"2.83,0.67"
1758473423.869926691,"2.83,0.67"
1758473423.974106550,"2.83,0.67"
1758473424.073196173,"2.83,0.67"
1758473424.172531605,"2.83,0.67"
1758473424.273375273,"2.83,0.67"
1758473424.375876188,"2.83,0.67"
1758473424.474908590,"2.83,0.67"
1758473424.573910236,"2.83,0.67"
1758473424.673396826,"2.83,0.67"
1758473424.774766684,"2.83,0.67"
1758473424.876969814,"2.83,0.67"
1758473424.973566055,"2.83,0.67"
1758473425.073850870,"2.83,0.67"
1758473425.174586296,"2.83,0.67"
1758473425.275058031,"2.83,0.67"
1758473425.376169443,"2.83,0.67"
1758473425.467444897,"2.83,0.67"
1758473425.574499369,"2.83,0.67"
1758473425.672017574,"2.83,0.67"
1758473425.775140047,"2.83,0.67"
1758473425.874827147,"2.83,0.67"
1758473425.975128174,"2.83,0.67"
1758473426.074581861,"2.83,0.67"
1758473426.174283266,"2.83,0.67"
1758473426.276731968,"2.83,0.67"
1758473426.377451181,"2.83,0.67"
1758473426.473221540,"2.83,0.67"
1758473426.574879885,"2.83,0.67"
1758473426.674162626,"2.83,0.67"
1758473426.775386810,"0.67,2.83"
1758473426.875437975,"2.83,0.67"
1758473426.974464655,"2.83,0.67"
